Sort_Order,Full_Species,Species_ID,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,CDN_Status,Origin,Comment,Avibase_ID,Avibase_Status,WildSpecies_2015,COSEWIC_Species,SARA_Species,2015_MBCA_List,MBCA_Family,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Prev_Species_ID,Prev_CND_Status,Prev_Names_Sci_EN_FR,Technical_Committees,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number
33,Yes,RUSH,,Ruddy Shelduck,Tadorne casarca,Tarro Canelo,Tadorna ferruginea,ACC,,"Added in 2017. Avibase records from NU, QC, and NS but doubts about provenance.",1F9D883EB44DEFD6,Accidental,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Tadorninae,Anseriformes,,UNK_2019,,WF,,,,
34,Yes,MUDU,,Muscovy Duck,Canard musquÇ,Pato Real,Cairina moschata,UNK,,Avibase records from BC and QC.,8DE140468464FA45,Escaped from captivity or non-established exotic,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,DNO_2019,,N/A,MUDU,,1441,10210
35,Yes,WODU,,Wood Duck,Canard branchu,Pato Arco°ris,Aix sponsa,BRE,,,27B2749A88E3E2C8,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,WODU,CABR,1440,01440
35.1,No,WODU_EAS,WODU,Wood Duck - Eastern population,Canard branchu de l'est,Pato Arco°ris,Aix sponsa,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
35.2,No,WODU_WES,WODU,Wood Duck - Western population,Canard branchu de l'ouest,Pato Arco°ris,Aix sponsa,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
36,Yes,BATE,,Baikal Teal,Sarcelle ÇlÇgante,Cerceta del Baikal,Sibirionetta formosa,ACC,,Formerly placed in the genus Anas.,63EABB42903040B4,Accidental,Not applicable,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Anas formosa,WF,BATE,,1391,01391
37,Yes,GARG,,Garganey,Sarcelle d'ÇtÇ,Cerceta Cejas Blancas,Spatula querquedula,ACC,,Formerly placed in the genus Anas.,F577BA0F5BB7BD3F,Accidental,Not applicable,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Anas querquedula,WF,GARG,,1392,01392
38,Yes,BWTE,,Blue-winged Teal,Sarcelle Ö ailes bleues,Cerceta Alas Azules,Spatula discors,BRE,,Formerly placed in the genus Anas.,90E2543E9A4ABA0A,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Querquedula discors, Anas discors",WF,BWTE,SAAB,1400,01400
38.1,No,BWTE_EAS,BWTE,Blue-winged Teal - Eastern population,Sarcelle Ö ailes bleues de l'est,Cerceta Alas Azules,Spatula discors,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
38.2,No,BWTE_WES,BWTE,Blue-winged Teal - Western population,Sarcelle Ö ailes bleues de l'ouest,Cerceta Alas Azules,Spatula discors,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
39,Yes,CITE,,Cinnamon Teal,Sarcelle cannelle,Cerceta Canela,Spatula cyanoptera,BRE,,Formerly placed in the genus Anas.,0E599E6CC209AFAD,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Querquedula cyanop-Tera, Anas cyanoptera",WF,CITE,,1410,01410
40,Yes,NSHO,,Northern Shoveler,Canard souchet,Pato Cuchar¢n Norte§o,Spatula clypeata,BRE,,Formerly placed in the genus Anas.,ED4CE8E7CFF43696,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Spatula clypeata, Anas clypeata, Shoveller",WF,NSHO,CASO,1420,01420
41,Yes,GADW,,Gadwall,Canard chipeau,Pato Friso,Mareca strepera,BRE,,Formerly placed in the genus Anas.,C235A4D712BB8855,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Chaulelasmus streperus, Anas strepera",WF,GADW,CACH,1350,01350
41.1,No,GADW_EAS,GADW,Gadwall - Eastern population,Canard chipeau de l'est,Pato Friso,Mareca strepera,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
41.2,No,GADW_WES,GADW,Gadwall - Western population,Canard chipeau de l'ouest,Pato Friso,Mareca strepera,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
42,Yes,FADU,,Falcated Duck,Canard Ö faucilles,Cerceta de Alfanjes,Mareca falcata,ACC,,Formerly placed in the genus Anas.,978D448531E03998,Accidental,Not applicable,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Anas falcata, Falcated Teal, Sarcelle Ö faucilles",WF,FATE,,1371,01371
43,Yes,EUWI,,Eurasian Wigeon,Canard siffleur,Pato Silb¢n,Mareca penelope,RNB,,Formerly placed in the genus Anas.,15EE0D3685082E13,Migrant or winter visitor,Unrankable,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Mareca penelope, Anas penelope, Widgeon, European Wigeon, Canard siffleur d'Europe",WF,EUWI,,1360,01360
44,Yes,AMWI,,American Wigeon,Canard d'AmÇrique,Pato Chalcu†n,Mareca americana,BRE,,Formerly placed in the genus Anas.,D201EB7230F20770,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Mareca americana, Anas americana, Baldpate, Canard siffleur d'AmÇrique",WF,AMWI,CAAM,1370,01370
45,Yes,LAYD,,Laysan Duck,Canard de Laysan,?nade de Laysan,Anas laysanensis,DNO,,,3F444E5A03214FAD,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,LADU,,,N/A,LADU,,1322,01322
46,Yes,HAWD,,Hawaiian Duck,Canard des Hawaã,?nade Hawaiano,Anas wyvilliana,DNO,,,250EA983F9CDC3BC,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Koloa,N/A,HAWD,,1321,01321
47,Yes,ESBD,,Eastern Spot-billed Duck,Canard de Chine,?nade picopinto chino,Anas zonorhyncha,DNO,,,E21470F9073AC877,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Anas poecilorhyncha, Spot-billed Duck",N/A,,,,01341
48,Yes,MALL,,Mallard,Canard colvert,Pato de Collar,Anas platyrhynchos,BRE,,,85625D75F2524457,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,MALL,CACO,1320,01320
48.1,No,MALL_EAS,MALL,Mallard - Eastern population,Canard colvert de l'est,Pato de Collar,Anas platyrhynchos,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
48.2,No,MALL_WES,MALL,Mallard - Western population,Canard colvert de l'ouest,Pato de Collar,Anas platyrhynchos,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
48.555,No,HYMA,,Mallard hybrid,Canard colvert hybride,,Anas platyrhynchos x,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
49,Yes,MEDU,,Mexican Duck,Canard du Mexique,Pato Mexicano,Anas diazi,DNO,,Added in 2021.,42CF45FEA3D6D52F,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,N/A,MEDU,,1331,
50,Yes,ABDU,,American Black Duck,Canard noir,Anade Sombr°o,Anas rubripes,BRE,,,C732CB106EE8BAE8,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Black Duck,WF,ABDU,CANO,1330,01330
50.1,No,ABMA_MAB,ABMA,American Black Duck male/Mallard female pair,Couple canard noir (mÉle) et canard colvert (femelle),,,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
50.2,No,ABMA_MAM,ABMA,American Black Duck female/Mallard male pair,Couple canard noir (femelle) et canard colvert (mÉle),,,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
50.5551,No,ABDH,ABMA,American Black Duck x Mallard hybrid,Hybride de canard noir et de canard colvert,,Anas rubripes x platyryhnchos,BRE,,BBL lists as MALL x ABDU hybrid.,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,MBDH,,,WF,MBDH,HYNC,1326,01326
50.5552,No,ABMA_HYA,ABMA,American Black Duck x Mallard hybrid ABDU-like,Hybride de canard noir et de canard colvert - plutìt ABDU,,Anas rubripes x platyryhnchos,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,ABDX,,1337,
50.5553,No,ABMA_HYM,ABMA,American Black Duck x Mallard hybrid MALL-like,Hybride de canard noir et de canard colvert - plutìt MALL,,Anas rubripes x platyryhnchos,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,MALX,,1327,
50.5554,No,MBDX,ABMA,Mallard x American Black Duck intermediate,,,Anas platyryhnchos x rubripes,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,MBDX,,1325,
51,Yes,MODU,,Mottled Duck,Canard brun,Pato Tejano,Anas fulvigula,ACC,,,697B933E00311446,Accidental,Not applicable,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Anas fulvigula fulvigula, Florida Duck",WF,MODU,,1340,01340
52,Yes,WCHP,,White-cheeked Pintail,Canard des Bahamas,Anade Gargantillo,Anas bahamensis,UNK,,Avibase records from ON and QC.,D2F97D13FC8654A2,Escaped from captivity or non-established exotic,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,WHIP,DNO_2019,,N/A,WHIP,,1431,01431
53,Yes,NOPI,,Northern Pintail,Canard pilet,Pato Golondrino,Anas acuta,BRE,,,56CCA7179C9FA71D,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Dafila acuta, Pintail",WF,NOPI,CAPI,1430,01430
54,Yes,GWTE,,Green-winged Teal,Sarcelle d'hiver,Cerceta Alas Verdes,Anas crecca,BRE,,,BC6C3CCE5C1B5D9B,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Nettion crecca, American Green-winged Teal, Common Teal, European Teal, European/Eurasian Green-winged Teal, Sarcelle Ö ailes vertes",WF,AGWT,SAHI,1390,01390
54.1,No,GWTE_EAS,GWTE,Green-winged Teal - Eastern population,Sarcelle d'hiver de l'est,Cerceta Alas Verdes,Anas crecca,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
54.2,No,GWTE_WES,GWTE,Green-winged Teal - Western population,Sarcelle d'hiver de l'ouest,Cerceta Alas Verdes,Anas crecca,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
54.999,No,TEAL_UNI,,Unidentified Teal,Sarcelle non identifiÇe,,Anas sp.,,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,UNTE,,,WF,UNTE,,1401,
55,Yes,CANV,,Canvasback,Fuligule Ö dos blanc,Pato Coacoxtle,Aythya valisineria,BRE,,,1929E1E16E073570,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Marila valisineria, Morillon Ö dos blanc",WF,CANV,FUDB,1470,01470
56,Yes,REDH,,Redhead,Fuligule Ö tàte rouge,Pato Cabeza Roja,Aythya americana,BRE,,,3072CC168280168B,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Marila americana, Canvas-Back, Morillon Ö tàte rouge",WF,REDH,FUTR,1460,01460
57,Yes,COMP,,Common Pochard,Fuligule milouin,Porr¢n Europeo,Aythya ferina,UNK,,Avibase records from QC.,A96692E0C9F7508B,Uncertain origin,Not applicable,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,CPOC,"DNO_2021, UNK_2019",Fuligule morillon,WF,CPOC,,1461,01461
58,Yes,RNDU,,Ring-necked Duck,Fuligule Ö collier,Pato Pico Anillado,Aythya collaris,BRE,,,0783A7EA9C26947D,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon Ö collier,WF,RNDU,FUCO,1500,01500
58.1,No,RNDU_EAS,RNDU,Ring-necked Duck - Eastern population,Fuligule Ö collier de l'est,Pato Pico Anillado,Aythya collaris,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon Ö collier,WF,,,,
58.2,No,RNDU_WES,RNDU,Ring-necked Duck - Western population,Fuligule Ö collier de l'ouest,Pato Pico Anillado,Aythya collaris,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon Ö collier,WF,,,,
59,Yes,TUDU,,Tufted Duck,Fuligule morillon,Porr¢n Mo§udo,Aythya fuligula,RNB,,"Across Canada except NWT, NU and SK.",67CEA1C1FC88F1DB,Rare (seen annually or more often),Critically imperiled,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,ACC_2019,Fuligule milouin,WF,TUDU,,1491,01491
60,Yes,GRSC,,Greater Scaup,Fuligule milouinan,Pato Boludo Mayor,Aythya marila,BRE,,,25C94A8F90A829F7,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Grand Morillon,WF,GRSC,FUMI,1480,01480
60.1,No,GRSC_EAS,GRSC,Greater Scaup - Eastern population,Fuligule milouinan de l'est,Pato Boludo Mayor,Aythya marila,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
60.2,No,GRSC_WES,GRSC,Greater Scaup - Western population,Fuligule milouinan de l'ouest,Pato Boludo Mayor,Aythya marila,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
61,Yes,LESC,,Lesser Scaup,Petit Fuligule,Pato Boludo Menor,Aythya affinis,BRE,,,50566E50C91B8686,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Petit Morillon,WF,LESC,PEFU,1490,01490
61.1,No,LESC_EAS,LESC,Lesser Scaup - Eastern population,Petit Fuligule de l'est,Pato Boludo Menor,Aythya affinis,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
61.2,No,LESC_WES,LESC,Lesser Scaup - Western population,Petit Fuligule de l'ouest,Pato Boludo Menor,Aythya affinis,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
61.999,No,SCAU_UNI,,Unidentified Greater/Lesser Scaup,Fuligule non identifiÇ,,Aythya sp.,,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,01489
62,Yes,STEI,,Steller's Eider,Eider de Steller,Eider Menor,Polysticta stelleri,ACC,,,BA07D0168474EB92,Accidental,Not applicable,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,STEI,,1570,01570
63,Yes,SPEI,,Spectacled Eider,Eider Ö lunettes,Eider de Anteojos,Somateria fischeri,ACC,,BC Checklist; no details.,7D8BF5CCA035FB99,Accidental,Not applicable,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Arctonetta fischeri,WF,SPEI,,1580,01580
64,Yes,KIEI,,King Eider,Eider Ö tàte grise,Eider Real,Somateria spectabilis,BRE,,,F3D7491432CC59E7,Breeder,Unrankable,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,KIEI,EITG,1620,01620
64.1,No,KIEI_EAS,KIEI,King Eider - Eastern population,Eider Ö tàte grise de l'est,Eider Real,Somateria spectabilis,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
64.2,No,KIEI_WES,KIEI,King Eider - Western population,Eider Ö tàte grise de l'ouest,Eider Real,Somateria spectabilis,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
65,Yes,COEI,,Common Eider,Eider Ö duvet,Eider Com£n,Somateria mollissima,BRE,,,B77377EEB852D0AF,Breeder,Apparently secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,COEI,EIDU,1590,01590
65.1,No,COEI_NOR,COEI,Common Eider - Northern race,Eider Ö duvet borÇale,Eider Com£n,Somateria mollissima borealis,BRE,,One of 6 subspecies (faeroeensis and mollissima are European).,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Greenland Eider,WF,,,,
65.2,No,COEI_PAC,COEI,Common Eider - Pacific race,Eider Ö duvet du Pacifique,Eider Com£n,Somateria mollissima v-nigrum,BRE,,One of 6 subspecies (faeroeensis and mollissima are European); candidate for incipient split.,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
65.3,No,COEI_AME,COEI,Common Eider - American or Southern race,Eider Ö duvet de l'Atlantique,Eider Com£n,Somateria mollissima dresseri,BRE,,One of 6 subspecies (faeroeensis and mollissima are European).,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,American Eider,WF,,,,
65.4,No,COEI_HUD,COEI,Common Eider - Hudson Bay race,Eider Ö duvet de la baie d'Hudson,Eider Com£n,Somateria mollissima sedentaria,BRE,,One of 6 subspecies (faeroeensis and mollissima are European).,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
66,Yes,HADU,,Harlequin Duck,Arlequin plongeur,Pato Arlequ°n,Histrionicus histrionicus,BRE,,,BCBD2EAECA774B19,Breeder,Apparently secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,HARD,,Canard arlequin,WF,HARD,ARPL,1550,01550
66.1,No,HADU_EAS,HADU,Harlequin Duck - Eastern population,Arlequin plongeur de l'est,Pato Arlequ°n,Histrionicus histrionicus,BRE,,"Actually includes 3 isolated wintering populations (Iceland, Greenland and eastern seaboard of North America).",,,,Yes,Yes,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,HARD_EAS,,,WF,,,,
66.2,No,HADU_WES,HADU,Harlequin Duck - Western population,Arlequin plongeur de l'ouest,Pato Arlequ°n,Histrionicus histrionicus,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
67,Yes,LABD,,Labrador Duck,Eider du Labrador,Pato del Labrador,Camptorhynchus labradorius,EXT,,Endemic breeder.,80897D192B0FD8A7,Breeding endemic,Presumed extirpated,Yes,Yes,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Canard du Labrador,WF,,,,
68,Yes,SUSC,,Surf Scoter,Macreuse Ö front blanc,Negreta Nuca Blanca,Melanitta perspicillata,BRE,,,624078BAC17F8111,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Oidemia perspicillata, Macreuse Ö front blanc",WF,SUSC,MAFB,1660,01660
68.1,No,SUSC_EAS,SUSC,Surf Scoter - Eastern population,Macreuse Ö front blanc de l'est,Negreta Nuca Blanca,Melanitta perspicillata,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse Ö front blanc,WF,,,,
68.2,No,SUSC_WES,SUSC,Surf Scoter - Western population,Macreuse Ö front blanc de l'ouest,Negreta Nuca Blanca,Melanitta perspicillata,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse Ö front blanc,WF,,,,
69,Yes,VESC,,Velvet Scoter,Macreuse brune,Negr¢n especulado,Melanitta fusca,UNK,,"Added in 2019; formerly considered conspecific with M. deglandi and M. stejnegeri, but separated based on color and pattern differences and lack of rationale for original merger. This species and M. deglandi had been previously considered distinct.",BAF44E36E8D647CB,Status unclear/pending,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,DNO_2021,,WF,,,,
70,Yes,WWSC,,White-winged Scoter,Macreuse Ö ailes blanches,Negreta Alas Blancas Americana,Melanitta deglandi,BRE,,Formerly considered conspecific with Melanitta fusca.,4800D6B673F13A48,Breeder,Secure,No,No,Yes,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Oidemia deglandi, Melanitta fusca, European White-winged Scoter, Velvet Scoter, Macreuse Ö ailes blanches, Macreuse brune",WF,WWSC,MABR,1650,01650
70.1,No,WWSC_EAS,WWSC,White-winged Scoter - Eastern population,Macreuse Ö ailes blanches de l'est,Negreta Alas Blancas Americana,Melanitta deglandi,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Melanitta fusca, Macreuse Ö ailes blanches, Macreuse brune",WF,,,,
70.2,No,WWSC_WES,WWSC,White-winged Scoter - Western population,Macreuse Ö ailes blanches de l'ouest,Negreta Alas Blancas Americana,Melanitta deglandi,BRE,,,,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,"Melanitta fusca, Macreuse Ö ailes blanches, Macreuse brune",WF,,,,
71,Yes,STSC,,Stejneger's Scoter,Macreuse de SibÇrie,Negr¢n siberiano,Melanitta stejnegeri,DNO,,"Added in 2019; formerly considered conspecific with M. deglandi and M. stejnegeri, but separated based on color and pattern differences and lack of rationale for original merger. This species and M. deglandi had been previously considered distinct.",1A601D86C048CBAA,,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
72,Yes,COSC,,Common Scoter,Macreuse noire,Negr¢n com£n,Melanitta nigra,UNK,,Added in 2017; listed as Accidental in AOU 58.,246981996A4998ED,Status unclear/pending,,No,No,No,Yes,Anatidae,AnatidÇs,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,,,,
